,Open,High,Low,Close,Date,Fib Level 0,Fib Level 1,Fib Level 2,Fib Level 3,Fib Level 4,Fib Level 5,Fib Level 6,8_upperBand,8_lowerBand,16_upperBand,16_lowerBand,20_upperBand,20_lowerBand,50_upperBand,50_lowerBand,100_upperBand,100_lowerBand,250_upperBand,250_lowerBand,12_26_macd,signal,5_10_macd,8_rolling_mean,8_rolling_median,12_rolling_mean,12_rolling_median,24_rolling_mean,24_rolling_median,240_rolling_mean,240_rolling_median,720_rolling_mean,720_rolling_median,Open_ratio,High_ratio,Low_ratio,Close_ratio,Fib Level 0_ratio,Fib Level 1_ratio,Fib Level 2_ratio,Fib Level 3_ratio,Fib Level 4_ratio,Fib Level 5_ratio,Fib Level 6_ratio,8_upperBand_ratio,8_lowerBand_ratio,16_upperBand_ratio,16_lowerBand_ratio,20_upperBand_ratio,20_lowerBand_ratio,50_upperBand_ratio,50_lowerBand_ratio,100_upperBand_ratio,100_lowerBand_ratio,250_upperBand_ratio,250_lowerBand_ratio,12_26_macd_ratio,signal_ratio,5_10_macd_ratio,8_rolling_mean_ratio,8_rolling_median_ratio,12_rolling_mean_ratio,12_rolling_median_ratio,24_rolling_mean_ratio,24_rolling_median_ratio,240_rolling_mean_ratio,240_rolling_median_ratio,720_rolling_mean_ratio,720_rolling_median_ratio,will_be_increased
1723,135.89999389648438,135.89999389648438,135.6999969482422,135.8000030517578,2023-03-14 16:33:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,136.50686224389878,135.76813546728286,136.401742968234,135.86075779470545,136.41837889155136,135.8916217188002,136.69692940186394,134.73506949950325,136.35919244399224,134.58680792221867,136.09215109929625,133.97184926691472,0.06908163966360803,-0.0007350852852972753,-0.07608211947027144,136.13749885559082,136.1999969482422,136.14166641235352,136.1999969482422,136.15000089009604,136.1999969482422,135.0333334604899,135.0,135.7283332188924,136.0,0.074,0.074,0.074,0.0,7.352,4.089,2.169,0.667,0.791,2.795,5.234,0.518,0.023,0.441,0.045,0.453,0.067,0.656,0.79,0.41,0.901,0.215,1.365,196479.01,-18474147.266,-178591.351,0.248,0.294,0.251,0.294,0.257,0.294,0.568,0.593,0.053,0.147,1.0
1726,136.0,136.0,135.8000030517578,135.89999389648438,2023-03-14 16:36:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,136.33805788725323,135.66193448335224,136.41598354622175,135.77151454642961,136.39735795839843,135.8026405157227,136.69488585279487,134.83311219408012,136.3848318785907,134.6091677551984,136.12059113389066,133.9682091590781,0.019049603234208234,-0.03601324113416972,-0.06828381059389699,135.99999618530273,135.89999389648438,136.0833307902018,136.1999969482422,136.12499936421713,136.1999969482422,135.04416669209797,135.0,135.72069430881078,136.0,0.074,0.074,0.074,0.0,7.431,4.166,2.244,0.741,0.718,2.723,5.164,0.321,0.175,0.378,0.095,0.365,0.072,0.582,0.791,0.355,0.959,0.162,1.442,713300.653,-377461.186,-199122.276,0.074,0.0,0.135,0.22,0.165,0.22,0.634,0.667,0.132,0.074,1.0
1727,135.8000030517578,136.0,135.8000030517578,136.0,2023-03-14 16:37:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,136.27260594401992,135.677387189525,136.41307760770013,135.76191972201178,136.38664940839112,135.79334937090573,136.69511650892431,134.86888129381006,136.39581617291557,134.61618333880315,136.13134083306144,133.9654594599073,0.01641629442588055,-0.037904248168040514,-0.04546827630352368,135.97499656677246,135.89999389648438,136.0666643778483,136.0999984741211,136.11666615804037,136.1999969482422,135.04875005086262,135.0,135.71847207811143,136.0,0.147,0.0,0.147,0.0,7.51,4.243,2.319,0.815,0.645,2.652,5.094,0.2,0.238,0.303,0.175,0.283,0.152,0.509,0.839,0.29,1.028,0.096,1.519,828345.181,-358898.833,-299209.645,0.018,0.074,0.049,0.073,0.086,0.147,0.704,0.741,0.207,0.0,0.0
1730,135.8000030517578,135.89999389648438,135.8000030517578,135.8000030517578,2023-03-14 16:40:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,136.0112984324779,135.7137000416432,136.4148699690686,135.6351273606433,136.4032117900747,135.68678759957373,136.6296088935851,135.0423893974305,136.41283226273333,134.63316749312605,136.15205042101346,133.9615497987131,-0.027006240040464036,-0.050317904316006905,-0.06368008299642725,135.86249923706055,135.8499984741211,135.94999821980795,135.89999389648438,136.05833307902017,136.10000610351562,135.06166674296063,135.0,135.71138875749375,135.9499969482422,0.0,0.074,0.0,0.0,7.352,4.089,2.169,0.667,0.791,2.795,5.234,0.155,0.064,0.451,0.122,0.442,0.083,0.607,0.561,0.449,0.867,0.259,1.372,-502946.76,-269984.06,-213353.496,0.046,0.037,0.11,0.074,0.19,0.22,0.547,0.593,0.065,0.11,1.0
1731,135.89999389648438,135.89999389648438,135.8000030517578,135.89999389648438,2023-03-14 16:41:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,136.01641420843083,135.7335819768719,136.38900176469446,135.62349518354773,136.39788264765411,135.67211552129118,136.60232296847562,135.10967532254,136.4208458668435,134.63715370591038,136.16080485943783,133.95999531146063,-0.027321295331461215,-0.049029506909571016,-0.04387591728382745,135.87499809265137,135.89999389648438,135.92499796549478,135.89999389648438,136.04583295186362,136.10000610351562,135.0658334096273,135.0,135.70916652679443,135.89999389648438,0.0,0.0,0.074,0.0,7.431,4.166,2.244,0.741,0.718,2.723,5.164,0.086,0.123,0.359,0.204,0.365,0.168,0.514,0.585,0.382,0.938,0.192,1.448,-497514.168,-277280.014,-309837.1,0.018,0.0,0.018,0.0,0.107,0.147,0.618,0.667,0.141,0.0,0.0
1733,135.6999969482422,135.8000030517578,135.6999969482422,135.8000030517578,2023-03-14 16:43:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,136.00118098025888,135.69881978268057,136.30023501113763,135.599762700044,136.39147962557112,135.61851793302262,136.53681453963648,135.2431842396604,136.43127104290338,134.64272889606147,136.17465862230122,133.95814154859724,-0.041030569427078944,-0.04741407431181404,-0.043724248197435145,135.85000038146973,135.8000030517578,135.85833231608072,135.8499984741211,136.02499961853027,136.0500030517578,135.07291679382325,135.10000610351562,135.70486098395455,135.89999389648438,0.074,0.0,0.074,0.0,7.352,4.089,2.169,0.667,0.791,2.795,5.234,0.148,0.075,0.367,0.148,0.434,0.134,0.54,0.412,0.463,0.86,0.275,1.375,-331072.748,-286512.853,-310682.82,0.037,0.0,0.043,0.037,0.165,0.184,0.538,0.518,0.07,0.074,0.0
1734,135.6999969482422,135.8000030517578,135.6999969482422,135.6999969482422,2023-03-14 16:44:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,136.00228033965567,135.64772118622324,136.22977550386986,135.59522144437233,136.3778872039124,135.58211035468133,136.51009709567825,135.2939013174077,136.43383105920452,134.64416881872518,136.1799456854099,133.95765441224637,-0.05308273306243905,-0.048975837637963114,-0.05522289094255939,135.82500076293945,135.8000030517578,135.8416659037272,135.8000030517578,136.00416628519693,135.9499969482422,135.07666676839193,135.10000610351562,135.70249987708198,135.89999389648438,0.0,0.074,0.0,0.0,7.273,4.013,2.093,0.593,0.864,2.867,5.304,0.222,0.039,0.389,0.077,0.497,0.087,0.593,0.3,0.538,0.784,0.352,1.301,-255738.678,-277175.398,-245831.425,0.092,0.074,0.104,0.074,0.224,0.184,0.461,0.444,0.002,0.147,1.0
1736,135.8000030517578,135.89999389648438,135.6999969482422,135.8000030517578,2023-03-14 16:46:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,135.90690401017446,135.6930982786439,136.0919877068238,135.6330107672973,136.32057975099283,135.55941902830406,136.47791989897013,135.36607912446738,136.44172748897614,134.64627238895355,136.19390727778352,133.95649286870088,-0.054001705261754296,-0.044967905230170205,-0.033720368835361114,135.80000114440918,135.8000030517578,135.83333333333334,135.8000030517578,135.9791660308838,135.89999389648438,135.08458347320556,135.10000610351562,135.69888875749376,135.89999389648438,0.0,0.074,0.074,0.0,7.352,4.089,2.169,0.667,0.791,2.795,5.234,0.079,0.079,0.215,0.123,0.382,0.177,0.497,0.321,0.47,0.857,0.289,1.376,-251573.546,-302093.171,-402823.955,0.0,0.0,0.025,0.0,0.132,0.074,0.53,0.518,0.075,0.074,0.0
1737,135.89999389648438,135.89999389648438,135.6999969482422,135.6999969482422,2023-03-14 16:47:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,135.91567454065563,135.65932622228382,135.98988582838123,135.67261264573986,136.26481404685828,135.555184122087,136.47232171242388,135.37967718894333,136.44422237863355,134.647777438261,136.19966837589044,133.95713179500802,-0.061410236939366314,-0.04432831121956481,-0.041769935177143225,135.78750038146973,135.8000030517578,135.81666692097983,135.8000030517578,135.9624989827474,135.89999389648438,135.08875013987225,135.10000610351562,135.69694430033366,135.89999389648438,0.147,0.147,0.0,0.0,7.273,4.013,2.093,0.593,0.864,2.867,5.304,0.159,0.03,0.213,0.02,0.414,0.107,0.566,0.237,0.545,0.781,0.367,1.301,-221072.925,-306224.897,-324974.809,0.064,0.074,0.086,0.074,0.193,0.147,0.452,0.444,0.002,0.147,1.0
1738,135.8000030517578,135.89999389648438,135.6999969482422,135.8000030517578,2023-03-14 16:48:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,135.91567454065563,135.65932622228382,135.97991612278463,135.67008349574564,136.19124663002495,135.5787515389204,136.46566857461107,135.3983304488264,136.4486045846568,134.64939529327287,136.2068101957465,133.95798997515195,-0.058537115472546475,-0.04115798029119934,-0.028476656577737458,135.78750038146973,135.8000030517578,135.80833435058594,135.8000030517578,135.9458325703939,135.89999389648438,135.0933334986369,135.10000610351562,135.69527763790555,135.89999389648438,0.0,0.074,0.074,0.0,7.352,4.089,2.169,0.667,0.791,2.795,5.234,0.085,0.104,0.132,0.096,0.287,0.163,0.488,0.297,0.475,0.855,0.299,1.375,-232089.571,-330048.171,-476981.837,0.009,0.0,0.006,0.0,0.107,0.074,0.523,0.518,0.077,0.074,0.0
1741,135.60000610351562,135.8000030517578,135.60000610351562,135.6999969482422,2023-03-14 16:51:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,135.84101538870092,135.63398308542017,135.9645327689143,135.62296684961598,135.9804457513496,135.6395524175957,136.43327875894556,135.46272038656224,136.45642374531636,134.65557607157817,136.22370745440028,133.96269269208412,-0.06861227182614016,-0.03814283912356037,-0.03443563098483082,135.73749923706055,135.6999969482422,135.76666641235352,135.8000030517578,135.87916564941406,135.8000030517578,135.1054168065389,135.10000610351562,135.69083317650689,135.89999389648438,0.074,0.074,0.074,0.0,7.273,4.013,2.093,0.593,0.864,2.867,5.304,0.104,0.049,0.195,0.057,0.206,0.045,0.537,0.175,0.554,0.776,0.384,1.297,-197878.026,-355867.95,-394168.565,0.028,0.0,0.049,0.074,0.132,0.074,0.44,0.444,0.007,0.147,1.0
1743,135.6999969482422,135.8000030517578,135.60000610351562,135.8000030517578,2023-03-14 16:53:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,135.85691102169778,135.64308897830222,135.89047326911017,135.659527875299,135.97011402291366,135.63988506155897,136.40626636631953,135.5177332674695,136.46487057429727,134.6591293646676,136.23717754655075,133.96282269758984,-0.054773779353325835,-0.02814275438657763,-0.005547805887999857,135.75,135.75,135.75833384195963,135.8000030517578,135.8416659037272,135.8000030517578,135.1141668319702,135.10000610351562,135.6879165225559,135.89999389648438,0.074,0.0,0.147,0.0,7.352,4.089,2.169,0.667,0.791,2.795,5.234,0.042,0.116,0.067,0.104,0.125,0.118,0.444,0.208,0.487,0.847,0.321,1.371,-248028.853,-482639.844,-2447914.61,0.037,0.037,0.031,0.0,0.031,0.0,0.508,0.518,0.083,0.074,0.0
1744,135.6999969482422,135.8000030517578,135.60000610351562,135.6999969482422,2023-03-14 16:54:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,135.84101538870092,135.63398308542017,135.88916905118163,135.6483313302881,135.96011524553145,135.62988414411697,136.39668199506292,135.53531751665582,136.46720161953888,134.66079825839083,136.2426601328232,133.9645400624893,-0.05705775433182225,-0.025404647066698233,-0.014452217787180643,135.73749923706055,135.6999969482422,135.75,135.75,135.8208325703939,135.8000030517578,135.1175001780192,135.10000610351562,135.686388736301,135.89999389648438,0.0,0.074,0.074,0.0,7.273,4.013,2.093,0.593,0.864,2.867,5.304,0.104,0.049,0.139,0.038,0.191,0.052,0.511,0.122,0.562,0.772,0.398,1.295,-237929.193,-534254.23,-939056.214,0.028,0.0,0.037,0.037,0.089,0.074,0.431,0.444,0.01,0.147,0.0
1745,135.6999969482422,135.6999969482422,135.60000610351562,135.60000610351562,2023-03-14 16:55:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,135.866422662731,135.58357810020846,135.90173855671435,135.6107622062251,135.95888516883943,135.60111544151212,136.38255863799185,135.55744136200815,136.46861997363598,134.66338014843436,136.2468907698627,133.96590952310603,-0.06617344024093086,-0.027040398800145683,-0.03358340573393548,135.72500038146973,135.6999969482422,135.73333358764648,135.6999969482422,135.79583295186362,135.8000030517578,135.12041689554852,135.10000610351562,135.6848609712389,135.89999389648438,0.074,0.074,0.0,0.0,7.194,3.936,2.018,0.519,0.937,2.938,5.373,0.196,0.012,0.222,0.008,0.264,0.001,0.574,0.031,0.636,0.696,0.475,1.22,-205016.059,-501571.917,-403870.86,0.092,0.074,0.098,0.074,0.144,0.147,0.355,0.37,0.063,0.221,0.0
1749,135.60000610351562,135.60000610351562,135.39999389648438,135.5,2023-03-14 16:59:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,135.8837433685006,135.34125892031776,135.9116444997905,135.43835588167923,135.9518760078881,135.45812460246347,136.42149494017934,135.4585056701722,136.47006954668691,134.67393039227792,136.2593526623875,133.97744763058122,-0.10235728079757678,-0.04907844425958849,-0.06410216841609895,135.61250114440918,135.5500030517578,135.65000025431314,135.6999969482422,135.73333358764648,135.8000030517578,135.1325002670288,135.10000610351562,135.67805540296766,135.89999389648438,0.074,0.074,0.074,0.0,7.115,3.859,1.943,0.445,1.01,3.01,5.443,0.282,0.117,0.303,0.046,0.332,0.031,0.675,0.031,0.711,0.613,0.557,1.136,-132479.445,-276188.621,-211481.305,0.083,0.037,0.111,0.147,0.172,0.221,0.272,0.296,0.131,0.294,1.0
1750,135.5,135.6999969482422,135.5,135.6999969482422,2023-03-14 17:00:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,135.8390461034132,135.36095465952624,135.9116444997905,135.43835588167923,135.94279105614604,135.45720894385394,136.41592994348628,135.44807030065436,136.47133314394182,134.68466661191758,136.26447281077057,133.9803274821982,-0.08869789914851367,-0.04486337543496262,-0.028003100136459125,135.60000038146973,135.5500030517578,135.64166641235352,135.6999969482422,135.72500038146973,135.75,135.13708356221517,135.10000610351562,135.676805390252,135.89999389648438,0.148,0.0,0.148,0.0,7.273,4.013,2.093,0.593,0.864,2.867,5.304,0.102,0.25,0.156,0.193,0.179,0.179,0.525,0.186,0.565,0.754,0.414,1.284,-153091.219,-302573.89,-484689.193,0.074,0.111,0.043,0.0,0.018,0.037,0.417,0.444,0.017,0.147,1.0
1752,135.6999969482422,135.8000030517578,135.60000610351562,135.8000030517578,2023-03-14 17:02:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,135.8837433685006,135.34125892031776,135.9116444997905,135.43835588167923,135.9241883851415,135.46581253038588,136.40149411760123,135.43850588239874,136.47876250634084,134.70123749365916,136.2770789494563,133.98532144116868,-0.05279432893894409,-0.021756572818949327,0.027950418693961865,135.61250114440918,135.5500030517578,135.6583340962728,135.6999969482422,135.71666717529297,135.75,135.14666690826417,135.10000610351562,135.67430540720622,135.89999389648438,0.074,0.0,0.147,0.0,7.352,4.089,2.169,0.667,0.791,2.795,5.234,0.062,0.339,0.082,0.267,0.091,0.247,0.441,0.267,0.497,0.816,0.35,1.354,-257324.603,-624279.204,485760.353,0.138,0.184,0.104,0.074,0.061,0.037,0.483,0.518,0.093,0.074,0.0
1753,135.6999969482422,135.6999969482422,135.60000610351562,135.60000610351562,2023-03-14 17:03:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,135.8837433685006,135.34125892031776,135.90784704672444,135.42965447915446,135.9123432441344,135.4576579765687,136.39091617209982,135.4250841941111,136.47823329844724,134.71176670155276,136.28103243591025,133.9877679791288,-0.055444145729069305,-0.016096642459869637,0.006543078976449124,135.61250114440918,135.5500030517578,135.6500015258789,135.6500015258789,135.7083339691162,135.6999969482422,135.15083357493083,135.10000610351562,135.6727776421441,135.89999389648438,0.074,0.074,0.0,0.0,7.194,3.936,2.018,0.519,0.937,2.938,5.373,0.209,0.191,0.227,0.126,0.23,0.105,0.58,0.129,0.643,0.659,0.5,1.203,-244670.467,-842511.742,2072318.912,0.009,0.037,0.037,0.037,0.08,0.074,0.332,0.37,0.054,0.221,1.0
1754,135.6999969482422,135.6999969482422,135.60000610351562,135.6999969482422,2023-03-14 17:04:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,135.8979956359456,135.37700588993332,135.89199284056377,135.43300792237568,135.9123432441344,135.4576579765687,136.37692750724037,135.41907285897057,136.47985302194346,134.72014697805653,136.28606903565458,133.98913140379852,-0.04891189325618939,-0.010953328774034965,0.009619925969303722,135.63750076293945,135.6500015258789,135.64166768391928,135.6500015258789,135.70416704813638,135.6999969482422,135.1554168701172,135.10000610351562,135.67152762942845,135.89999389648438,0.0,0.0,0.074,0.0,7.273,4.013,2.093,0.593,0.864,2.867,5.304,0.146,0.239,0.141,0.197,0.156,0.179,0.496,0.207,0.571,0.727,0.43,1.277,-277537.629,-1238992.758,1410513.734,0.046,0.037,0.043,0.037,0.003,0.0,0.403,0.444,0.021,0.147,0.0
1757,135.6999969482422,135.6999969482422,135.60000610351562,135.60000610351562,2023-03-14 17:07:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,135.8522801692975,135.49772593421812,135.874331145771,135.41317305039598,135.87908998583137,135.44091276075065,136.3170845278275,135.398916448735,136.4719298400729,134.76407052613803,136.29764309278116,133.9943576396407,-0.05279021851393395,-0.011099039750760813,-0.01515034446541108,135.6750030517578,135.6500015258789,135.61666870117188,135.60000610351562,135.67500114440918,135.6999969482422,135.16833356221517,135.1500015258789,135.66749986012778,135.89999389648438,0.074,0.074,0.0,0.0,7.194,3.936,2.018,0.519,0.937,2.938,5.373,0.186,0.075,0.202,0.138,0.205,0.117,0.526,0.149,0.639,0.62,0.512,1.198,-256965.779,-1221827.367,-895129.195,0.055,0.037,0.012,0.0,0.055,0.074,0.319,0.333,0.05,0.221,0.0
1758,135.6999969482422,135.6999969482422,135.3000030517578,135.39999389648438,2023-03-14 17:08:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,135.89799963538727,135.3770057051889,135.86336188661647,135.37414116514134,135.87753305074696,135.40246878030771,136.32102504299644,135.37097568942545,136.46794350377453,134.7760567403661,136.29964794322785,133.9971527159518,-0.06842432876010207,-0.018148587413532043,-0.046346778064616956,135.6375026702881,135.60000610351562,135.60833485921225,135.60000610351562,135.6625010172526,135.6999969482422,135.1712502161662,135.1999969482422,135.66583317650688,135.89999389648438,0.221,0.221,0.074,0.0,7.036,3.783,1.868,0.371,1.083,3.081,5.513,0.366,0.017,0.341,0.019,0.351,0.002,0.676,0.021,0.783,0.463,0.66,1.047,-197982.824,-746163.541,-292245.43,0.175,0.148,0.154,0.148,0.194,0.221,0.169,0.148,0.196,0.368,0.0
1759,135.39999389648438,135.39999389648438,135.1999969482422,135.1999969482422,2023-03-14 17:09:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,135.93186942681044,135.19313438788683,135.8842940148936,135.27820827392475,135.9212537057717,135.30874812528296,136.33111656152798,135.32488380468297,136.4666838483716,134.77931621266356,136.29951585143706,134.00288478332854,-0.09584768361318652,-0.03269020730051931,-0.09085668684846837,135.56250190734863,135.60000610351562,135.58333460489908,135.60000610351562,135.63750076293945,135.6999969482422,135.17375017801922,135.1999969482422,135.6638887193468,135.89999389648438,0.148,0.148,0.0,0.0,6.877,3.629,1.717,0.222,1.229,3.225,5.652,0.538,0.005,0.504,0.058,0.531,0.08,0.83,0.092,0.928,0.312,0.807,0.893,-141157.136,-413679.503,-148905.775,0.267,0.295,0.283,0.295,0.323,0.368,0.019,0.0,0.342,0.515,0.0
1760,135.3000030517578,135.3000030517578,135.0,135.10000610351562,2023-03-14 17:10:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,135.9125295919875,135.03747498564923,135.92300645604004,135.1644969771875,135.96489112043037,135.20511162615168,136.33808819039334,135.2739125420285,136.46794350377453,134.7760567403661,136.2994001429919,134.0070004917737,-0.12421741438953404,-0.05110786204674636,-0.12477848103165456,135.47500228881836,135.60000610351562,135.55000178019205,135.60000610351562,135.60833422342935,135.6500015258789,135.17583351135255,135.1999969482422,135.66166650984022,135.89999389648438,0.148,0.148,0.074,0.0,6.798,3.553,1.642,0.148,1.302,3.296,5.722,0.598,0.046,0.605,0.048,0.636,0.078,0.908,0.129,1.002,0.24,0.88,0.816,-108860.923,-264442.903,-108371.879,0.277,0.369,0.332,0.369,0.375,0.405,0.056,0.074,0.414,0.589,1.0
1762,135.1999969482422,135.3000030517578,135.10000610351562,135.1999969482422,2023-03-14 17:12:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,135.78928848594595,134.9357138028724,135.94422550195122,135.0557764053974,135.9560004464532,135.10400168977728,136.33892229049044,135.20107770950958,136.4666838483716,134.77931621266356,136.30020743691114,134.01499312461232,-0.14554636237477325,-0.07419312986126636,-0.11096543660775637,135.36250114440918,135.29999542236328,135.48333485921225,135.60000610351562,135.56250063578287,135.60000610351562,135.1804168065389,135.1999969482422,135.65749984317355,135.89999389648438,0.0,0.074,0.074,0.0,6.877,3.629,1.717,0.222,1.229,3.225,5.652,0.434,0.196,0.547,0.107,0.556,0.071,0.835,0.001,0.928,0.312,0.807,0.884,-92991.361,-182327.111,-121939.738,0.12,0.074,0.209,0.295,0.267,0.295,0.014,0.0,0.337,0.515,1.0
1764,135.3000030517578,135.3000030517578,135.1999969482422,135.3000030517578,2023-03-14 17:14:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,135.59803163824094,134.9769691246985,135.9397612191151,135.010241451173,135.90188392347437,135.06811882310768,136.3113567086139,135.1606434134564,136.46070552558385,134.7952945354513,136.30165867599396,134.02474183670137,-0.13860427547274412,-0.07369501401236705,-0.06397736583065239,135.28750038146973,135.25,135.4000015258789,135.3499984741211,135.52916781107584,135.60000610351562,135.1866668065389,135.1999969482422,135.6536109712389,135.8499984741211,0.0,0.0,0.074,0.0,6.957,3.706,1.792,0.297,1.156,3.153,5.583,0.22,0.239,0.471,0.215,0.443,0.172,0.742,0.103,0.851,0.374,0.735,0.952,-97716.039,-183694.514,-211581.047,0.009,0.037,0.074,0.037,0.169,0.221,0.084,0.074,0.261,0.405,0.0
1765,135.1999969482422,135.1999969482422,135.0,135.10000610351562,2023-03-14 17:15:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,135.43201478464005,135.0179859782994,135.95066883349708,134.94933459973046,135.9067446312085,135.01325811537353,136.30094513161558,135.1270553566657,136.45889371900378,134.7991064641017,136.30096937367608,134.03023118784733,-0.14987588066242097,-0.0748686334627578,-0.0795631112643207,135.22500038146973,135.1999969482422,135.35833485921225,135.3000030517578,135.50416819254556,135.5500030517578,135.18916683197023,135.1999969482422,135.65124986436632,135.8000030517578,0.074,0.074,0.074,0.0,6.798,3.553,1.642,0.148,1.302,3.296,5.722,0.245,0.061,0.626,0.112,0.594,0.064,0.881,0.02,0.996,0.223,0.881,0.798,-90241.259,-180549.408,-169902.317,0.092,0.074,0.191,0.148,0.298,0.332,0.066,0.074,0.406,0.515,0.0
1766,135.10000610351562,135.1999969482422,135.0,135.0,2023-03-14 17:16:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,135.3820197594054,134.96798252941295,135.9352465647577,134.87725724993956,135.92608056749188,134.94392217909015,136.29372894979903,135.0862716605525,136.45889371900378,134.7991064641017,136.30049383249752,134.0339066801978,-0.16497661799277807,-0.07957387879794849,-0.09839486013871124,135.17500114440918,135.1999969482422,135.30000178019205,135.25,135.47083473205566,135.5,135.19166685740154,135.1999969482422,135.64861098395454,135.8000030517578,0.074,0.148,0.0,0.0,6.719,3.476,1.567,0.074,1.375,3.368,5.792,0.282,0.024,0.688,0.091,0.681,0.042,0.949,0.064,1.069,0.149,0.954,0.721,-81929.778,-169753.663,-137302.289,0.129,0.148,0.222,0.185,0.348,0.369,0.142,0.148,0.478,0.589,1.0
1769,135.1999969482422,135.1999969482422,135.10000610351562,135.1999969482422,2023-03-14 17:19:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,135.38570624192732,134.98929375807268,135.7287450658576,134.88375607855158,135.90463111124103,134.87537071981365,136.19572512286547,135.05627499920482,136.4511004875949,134.81689939033478,136.3011106215951,134.04688974461587,-0.14561664480311265,-0.0667115216784,-0.04044447554647945,135.1875,135.1999969482422,135.1999994913737,135.1999969482422,135.4083340962728,135.4499969482422,135.20375016530355,135.1999969482422,135.64194431304932,135.8000030517578,0.0,0.0,0.074,0.0,6.877,3.629,1.717,0.222,1.229,3.225,5.652,0.137,0.156,0.39,0.234,0.518,0.241,0.731,0.106,0.917,0.284,0.808,0.86,-92946.527,-202763.638,-334385.45,0.009,0.0,0.0,0.0,0.154,0.185,0.003,0.0,0.326,0.442,0.0
1771,135.1999969482422,135.39999389648438,135.10000610351562,135.10000610351562,2023-03-14 17:21:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,135.33516272063437,134.96484033112344,135.57906706352586,134.8959352252925,135.80128238264905,134.8487206691088,136.1370354479775,135.0269654065147,136.4511004875949,134.81689939033478,136.30080982556643,134.0543906138867,-0.1456524823646248,-0.059230676655883066,-0.04600462511470482,135.1500015258789,135.1500015258789,135.16666793823242,135.1999969482422,135.37500127156576,135.3000030517578,135.21333357493083,135.1999969482422,135.63777764638266,135.8000030517578,0.074,0.222,0.0,0.0,6.798,3.553,1.642,0.148,1.302,3.296,5.722,0.174,0.1,0.353,0.151,0.516,0.186,0.762,0.054,0.99,0.21,0.881,0.78,-92855.032,-228191.276,-293766.138,0.037,0.037,0.049,0.074,0.203,0.148,0.084,0.074,0.396,0.515,1.0
